#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Hourly
# Date Range: 2019-01-01 00:00 to 2019-12-31 23:00
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2125: Circleville, UT
# 
# Data items provided in this file:
#
# Element Name               Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                               
# Air Temperature Observed   Value       None           Instantaneous      N/A        Degrees fahrenheit   N/A           TOBS          Instantaneously observed air temperature  
# Solar Radiation Average    Value       None           Hour               N/A        Watts/meter squared  N/A           SRADV         Average solar radiation                   
# Wind Speed Average         Value       None           Hour               N/A        Miles/hour           N/A           WSPDV         Average wind speed                        
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -2            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -4            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -8            STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -20           STO           Observed soil temperature                 
# Soil Temperature Observed  Value       None           Instantaneous      N/A        Degrees fahrenheit   -40           STO           Observed soil temperature                 
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Circleville (2125) 
# Utah  SCAN Site - 6120 ft
# Reporting Frequency: Hourly; Date Range: 2019-01-01 00:00 to 2019-12-31 23:00
#
# As of: Feb 2, 2021 10:15:03 AM GMT-08:00
#
Date,Station Id,Air Temperature Observed (degF),Solar Radiation Average (watt/m2),Wind Speed Average (mph),Soil Temperature Observed -2in (degF),Soil Temperature Observed -4in (degF),Soil Temperature Observed -8in (degF),Soil Temperature Observed -20in (degF),Soil Temperature Observed -40in (degF)
2019-03-19 03:00,2125,24,0.00,2.7,37,41,42,40,40
2019-03-19 04:00,2125,24,0.00,2.6,36,40,42,40,40
2019-03-19 05:00,2125,24,0.00,2.5,35,39,42,40,40
2019-03-19 06:00,2125,22,5.36,1.9,35,39,41,40,40
2019-03-19 07:00,2125,24,157.30,1.6,35,38,41,40,40
2019-03-19 08:00,2125,36,387.80,1.6,34,38,41,40,40
2019-03-19 09:00,2125,38,590.70,2.0,34,37,40,40,40
2019-03-19 10:00,2125,44,752.50,2.3,38,37,40,40,40
2019-03-19 11:00,2125,48,859.00,3.7,44,37,40,40,40
2019-03-19 12:00,2125,53,895.00,4.4,50,40,39,40,40
2019-03-19 13:00,2125,56,880.00,5.6,54,43,39,40,40
2019-03-19 14:00,2125,57,776.40,4.3,54,46,40,40,40
2019-03-19 15:00,2125,58,601.40,4.5,54,49,40,40,40
2019-03-19 16:00,2125,57,434.40,5.0,53,51,41,40,40
2019-03-19 17:00,2125,56,202.80,10.8,52,52,42,40,40
2019-03-19 18:00,2125,54,15.38,11.4,51,52,43,40,40
2019-03-19 19:00,2125,45,0.00,7.6,49,51,44,40,40
2019-03-19 20:00,2125,44,0.00,6.9,47,50,44,40,40
2019-03-19 21:00,2125,38,0.00,2.5,46,49,44,40,40
2019-03-19 22:00,2125,36,0.00,2.7,44,47,44,40,40
2019-03-19 23:00,2125,37,0.00,2.7,43,46,44,40,40
2019-03-20 00:00,2125,33,0.00,3.1,41,45,44,40,40
2019-03-20 01:00,2125,32,0.00,2.7,40,44,44,40,40
2019-03-20 02:00,2125,37,0.00,3.4,39,44,44,40,40
2019-03-20 03:00,2125,33,0.00,3.1,39,43,44,40,40
2019-03-20 04:00,2125,28,0.00,3.5,38,42,43,40,40
2019-03-20 05:00,2125,33,0.00,3.1,37,41,43,40,40
2019-03-20 06:00,2125,29,5.97,3.0,37,41,42,40,40
2019-03-20 07:00,2125,28,158.30,2.8,36,40,42,40,40
2019-03-20 08:00,2125,39,337.90,2.0,36,40,42,41,40
2019-03-20 09:00,2125,42,569.50,2.6,38,39,42,41,40
2019-03-20 10:00,2125,48,742.80,2.8,42,40,41,41,40
2019-03-20 11:00,2125,52,724.10,5.3,47,40,41,41,40
2019-03-20 12:00,2125,58,634.00,11.7,51,43,41,41,40
2019-03-20 13:00,2125,57,621.30,13.8,52,45,41,41,40
2019-03-20 14:00,2125,58,583.00,11.8,52,47,41,41,40
2019-03-20 15:00,2125,58,669.90,14.4,52,49,42,41,40
2019-03-20 16:00,2125,57,323.50,14.9,52,50,42,41,40
2019-03-20 17:00,2125,55,61.89,11.6,52,50,43,41,40
2019-03-20 18:00,2125,51,6.79,11.6,50,50,43,41,40
2019-03-20 19:00,2125,48,0.00,6.0,49,50,44,41,40
2019-03-20 20:00,2125,48,0.00,7.9,47,49,44,41,40
2019-03-20 21:00,2125,46,0.00,9.0,46,48,45,41,40
2019-03-20 22:00,2125,45,0.00,13.8,45,47,45,41,40
2019-03-20 23:00,2125,45,0.00,7.5,45,47,44,41,40
2019-03-21 00:00,2125,41,0.00,13.0,44,46,44,41,40
2019-03-21 01:00,2125,40,0.00,12.3,43,46,44,41,40
2019-03-21 02:00,2125,38,0.00,10.0,43,45,44,41,40
2019-03-21 03:00,2125,39,0.00,4.7,42,44,44,41,40
2019-03-21 04:00,2125,38,0.00,3.5,42,44,44,41,40
2019-03-21 05:00,2125,33,0.01,2.5,41,44,44,41,40
2019-03-21 06:00,2125,33,3.38,3.2,40,43,43,41,40
2019-03-21 07:00,2125,33,24.01,2.2,39,42,43,41,40
2019-03-21 08:00,2125,35,35.21,4.7,39,42,43,41,40
2019-03-21 09:00,2125,33,321.80,2.7,39,41,43,41,40
2019-03-21 10:00,2125,38,399.30,3.6,39,41,42,41,41
2019-03-21 11:00,2125,41,703.60,3.0,42,41,42,41,40
2019-03-21 12:00,2125,43,221.30,11.6,47,43,42,41,40
2019-03-21 13:00,2125,39,780.10,8.8,47,45,42,41,41
2019-03-21 14:00,2125,47,445.10,13.2,48,46,42,41,41
2019-03-21 15:00,2125,44,260.40,12.4,49,48,42,41,40
2019-03-21 16:00,2125,37,112.60,8.7,48,48,43,41,41
2019-03-21 17:00,2125,38,94.00,10.3,46,48,43,41,41
2019-03-21 18:00,2125,36,15.63,3.8,45,47,44,41,40
2019-03-21 19:00,2125,35,0.00,2.3,43,47,44,41,41
2019-03-21 20:00,2125,36,0.01,7.6,42,46,44,41,41
2019-03-21 21:00,2125,33,0.01,2.8,41,45,44,41,41
2019-03-21 22:00,2125,35,0.00,6.1,41,44,44,41,41
2019-03-21 23:00,2125,34,0.00,4.2,40,44,44,41,41
2019-03-22 00:00,2125,31,0.00,6.1,39,43,43,41,41
2019-03-22 01:00,2125,32,0.00,4.0,38,42,43,42,41
2019-03-22 02:00,2125,30,0.00,3.9,38,41,43,42,41
2019-03-22 03:00,2125,30,0.00,2.2,37,41,43,42,41
2019-03-22 04:00,2125,29,0.00,2.5,36,40,42,42,41
2019-03-22 05:00,2125,29,0.00,2.4,36,40,42,42,41
2019-03-22 06:00,2125,30,2.02,2.6,36,39,42,42,41
2019-03-22 07:00,2125,31,44.71,4.0,36,39,42,42,41
2019-03-22 08:00,2125,33,145.50,1.8,35,39,41,42,41
2019-03-22 09:00,2125,35,276.30,4.3,36,38,41,42,41
2019-03-22 10:00,2125,38,563.60,11.8,37,38,41,42,41
2019-03-22 11:00,2125,41,452.10,10.5,41,40,40,42,41
2019-03-22 12:00,2125,41,697.00,10.9,43,41,40,42,41
2019-03-22 13:00,2125,45,647.40,13.5,45,43,40,42,41
2019-03-22 14:00,2125,45,705.50,13.6,47,45,41,42,41
2019-03-22 15:00,2125,46,563.90,12.3,48,46,41,42,41
2019-03-22 16:00,2125,45,377.00,9.2,48,48,42,42,41
2019-03-22 17:00,2125,47,88.70,11.2,48,49,42,42,41
2019-03-22 18:00,2125,43,17.42,11.4,47,48,43,42,41
2019-03-22 19:00,2125,39,0.00,4.7,45,48,43,42,41
2019-03-22 20:00,2125,38,0.00,4.4,44,47,44,42,41
2019-03-22 21:00,2125,39,0.00,5.9,43,46,44,42,41
2019-03-22 22:00,2125,40,0.00,5.1,42,46,44,42,41
2019-03-22 23:00,2125,39,0.00,4.8,41,45,44,42,41
2019-03-23 00:00,2125,37,0.00,1.7,41,44,44,42,41
2019-03-23 01:00,2125,33,0.01,2.9,40,44,43,42,41
2019-03-23 02:00,2125,34,0.02,2.3,39,43,43,42,41
2019-03-23 03:00,2125,31,0.01,1.1,39,42,43,42,41
2019-03-23 04:00,2125,32,0.03,2.4,38,42,43,42,41
2019-03-23 05:00,2125,33,0.03,1.5,37,41,43,42,41
2019-03-23 06:00,2125,30,13.50,2.5,37,41,42,42,41
2019-03-23 07:00,2125,30,100.50,0.4,36,40,42,42,41
2019-03-23 08:00,2125,33,221.10,1.4,36,40,42,42,41
2019-03-23 09:00,2125,37,296.10,2.2,37,40,42,42,41
2019-03-23 10:00,2125,39,259.70,2.5,39,40,41,42,41
2019-03-23 11:00,2125,42,608.90,1.9,41,41,41,42,41
2019-03-23 12:00,2125,48,653.70,3.5,44,42,41,42,41
2019-03-23 13:00,2125,51,548.90,5.5,49,44,41,42,41
2019-03-23 14:00,2125,52,312.50,7.5,50,47,42,42,41
2019-03-23 15:00,2125,51,440.50,9.8,50,48,42,42,41
2019-03-23 16:00,2125,51,207.70,10.6,50,49,42,42,41
2019-03-23 17:00,2125,51,106.90,5.6,49,50,43,42,41
2019-03-23 18:00,2125,50,11.02,5.7,48,49,44,42,41
2019-03-23 19:00,2125,45,0.00,4.4,47,49,44,42,41
2019-03-23 20:00,2125,42,0.00,6.3,46,48,44,42,41
2019-03-23 21:00,2125,45,0.00,8.2,45,47,44,42,41
2019-03-23 22:00,2125,44,0.00,2.7,44,47,45,42,41
2019-03-23 23:00,2125,40,0.00,2.1,43,46,45,42,41
2019-03-24 00:00,2125,38,0.00,3.8,43,46,44,42,41
2019-03-24 01:00,2125,40,0.00,5.8,42,45,44,42,41
2019-03-24 02:00,2125,40,0.00,7.1,42,44,44,42,41
2019-03-24 03:00,2125,38,0.00,7.9,41,44,44,42,41
2019-03-24 04:00,2125,39,0.00,6.1,40,43,44,42,41
2019-03-24 05:00,2125,38,0.00,10.7,40,43,44,42,41
2019-03-24 06:00,2125,36,5.55,8.5,39,42,43,42,41
2019-03-24 07:00,2125,37,117.10,6.5,39,42,43,42,41
2019-03-24 08:00,2125,40,375.70,8.8,39,42,43,42,41
2019-03-24 09:00,2125,45,626.80,10.8,41,42,43,42,41
2019-03-24 10:00,2125,47,743.50,12.8,45,42,42,42,41
2019-03-24 11:00,2125,48,707.30,13.6,48,43,42,42,41
2019-03-24 12:00,2125,51,864.00,14.1,51,45,42,42,41
2019-03-24 13:00,2125,49,779.90,13.6,54,47,43,42,41
2019-03-24 14:00,2125,54,814.00,11.8,54,50,43,42,41
2019-03-24 15:00,2125,55,644.90,10.9,54,52,44,42,41
2019-03-24 16:00,2125,54,440.40,9.7,53,53,44,42,41
2019-03-24 17:00,2125,53,220.60,9.8,52,54,45,42,41
2019-03-24 18:00,2125,51,29.32,7.0,51,53,46,42,41
2019-03-24 19:00,2125,41,0.00,5.0,49,52,46,42,41
2019-03-24 20:00,2125,38,0.00,5.0,47,51,47,42,41
2019-03-24 21:00,2125,37,0.00,2.6,45,50,47,42,41
2019-03-24 22:00,2125,29,0.00,2.0,43,48,47,42,41
2019-03-24 23:00,2125,29,0.00,1.5,42,47,46,42,41
2019-03-25 00:00,2125,28,0.00,3.2,40,46,46,42,41
2019-03-25 01:00,2125,31,0.00,1.9,39,45,46,42,41
2019-03-25 02:00,2125,26,0.00,3.2,38,44,46,42,41
2019-03-25 03:00,2125,24,0.00,3.0,37,43,45,42,41
2019-03-25 04:00,2125,24,0.00,2.6,37,42,45,42,41
2019-03-25 05:00,2125,24,0.00,2.4,36,41,44,42,41
2019-03-25 06:00,2125,20,13.51,2.0,36,40,44,42,41
2019-03-25 07:00,2125,22,189.80,2.7,35,40,43,42,41
2019-03-25 08:00,2125,32,413.20,3.7,35,39,43,42,41
2019-03-25 09:00,2125,35,620.60,2.7,35,39,42,42,41
2019-03-25 10:00,2125,43,787.50,2.7,39,38,42,43,42
2019-03-25 11:00,2125,49,888.00,2.2,45,39,42,42,42
2019-03-25 12:00,2125,53,933.00,3.3,50,42,42,43,42
2019-03-25 13:00,2125,56,901.00,3.8,55,45,42,43,41
2019-03-25 14:00,2125,61,799.30,8.3,56,49,42,43,42
2019-03-25 15:00,2125,62,615.20,8.6,56,52,43,43,42
2019-03-25 16:00,2125,62,378.80,7.7,55,54,43,43,42
2019-03-25 17:00,2125,60,171.20,7.2,54,54,44,43,42
2019-03-25 18:00,2125,58,34.05,6.3,53,54,45,43,42
2019-03-25 19:00,2125,49,0.01,3.0,51,54,46,43,42
2019-03-25 20:00,2125,47,0.00,2.1,49,52,46,43,41
2019-03-25 21:00,2125,40,0.00,3.2,47,51,47,43,42
2019-03-25 22:00,2125,34,0.00,2.9,45,50,47,43,42
2019-03-25 23:00,2125,32,0.00,2.4,43,48,47,43,42
2019-03-26 00:00,2125,31,0.00,3.6,42,47,47,43,42
2019-03-26 01:00,2125,33,0.00,2.3,41,46,46,43,42
2019-03-26 02:00,2125,33,0.00,2.4,40,45,46,43,42
2019-03-26 03:00,2125,28,0.00,2.7,38,44,46,43,42
2019-03-26 04:00,2125,27,0.00,3.2,38,43,45,43,42
2019-03-26 05:00,2125,29,0.00,2.5,37,42,45,43,42
2019-03-26 06:00,2125,25,14.80,2.7,36,41,44,43,42
2019-03-26 07:00,2125,27,114.60,1.8,36,41,44,43,42
2019-03-26 08:00,2125,35,251.50,0.8,36,40,44,43,42
2019-03-26 09:00,2125,41,465.40,1.8,37,40,43,43,42
2019-03-26 10:00,2125,50,618.60,3.5,40,40,43,43,42
2019-03-26 11:00,2125,55,721.30,4.6,45,42,43,43,42
2019-03-26 12:00,2125,61,896.00,13.5,49,44,42,43,42
2019-03-26 13:00,2125,65,738.60,15.4,52,46,42,43,42
2019-03-26 14:00,2125,63,563.50,12.7,54,49,43,43,42
2019-03-26 15:00,2125,64,375.70,12.4,54,51,43,43,42
2019-03-26 16:00,2125,63,218.60,11.8,53,52,44,43,42
2019-03-26 17:00,2125,60,105.20,8.4,52,53,45,43,42
2019-03-26 18:00,2125,58,20.77,5.0,51,52,46,43,42
2019-03-26 19:00,2125,49,0.00,5.8,50,52,46,43,42
2019-03-26 20:00,2125,43,0.00,5.1,48,51,46,43,42
2019-03-26 21:00,2125,48,0.00,4.2,47,50,47,43,42
2019-03-26 22:00,2125,42,0.00,4.4,45,49,46,43,42
2019-03-26 23:00,2125,34,0.00,3.9,44,48,46,43,42
2019-03-27 00:00,2125,36,0.00,4.0,42,47,46,43,42
2019-03-27 01:00,2125,38,0.00,3.1,41,46,46,43,42
2019-03-27 02:00,2125,36,0.00,3.9,40,45,46,43,42
2019-03-27 03:00,2125,30,0.00,3.1,39,44,46,43,42
2019-03-27 04:00,2125,30,0.00,3.7,38,43,45,43,42
2019-03-27 05:00,2125,27,0.00,3.2,37,42,45,43,42
2019-03-27 06:00,2125,26,21.97,3.9,36,41,44,43,42
2019-03-27 07:00,2125,29,147.80,1.9,36,41,44,43,42
2019-03-27 08:00,2125,35,355.50,1.8,36,40,44,43,42
2019-03-27 09:00,2125,44,577.70,2.0,37,40,43,43,42
2019-03-27 10:00,2125,54,619.40,3.0,42,41,43,43,42
2019-03-27 11:00,2125,58,703.70,10.6,46,42,43,43,42
2019-03-27 12:00,2125,63,781.60,16.1,49,44,42,43,42
2019-03-27 13:00,2125,63,685.20,16.8,52,46,43,43,42
2019-03-27 14:00,2125,62,478.00,15.9,53,49,43,43,42
2019-03-27 15:00,2125,61,469.30,15.5,53,50,44,43,42
2019-03-27 16:00,2125,64,477.10,17.1,53,51,44,43,42
2019-03-27 17:00,2125,62,250.00,15.4,52,52,45,43,42
2019-03-27 18:00,2125,59,37.75,14.6,51,52,45,43,42
2019-03-27 19:00,2125,54,0.04,14.0,50,51,46,43,42
2019-03-27 20:00,2125,52,0.00,6.0,49,51,46,43,42
2019-03-27 21:00,2125,46,0.00,6.9,47,50,46,43,42
2019-03-27 22:00,2125,47,0.00,3.2,46,49,46,43,42
2019-03-27 23:00,2125,45,0.00,6.2,44,48,46,43,42
2019-03-28 00:00,2125,49,0.00,11.7,43,47,46,43,42
2019-03-28 01:00,2125,49,0.00,19.2,42,46,46,43,42
2019-03-28 02:00,2125,50,0.00,14.7,42,45,46,43,42
2019-03-28 03:00,2125,48,0.00,11.9,42,45,45,43,42
2019-03-28 04:00,2125,46,0.00,4.1,41,44,45,43,42
2019-03-28 05:00,2125,41,0.00,5.0,41,44,45,43,42
2019-03-28 06:00,2125,41,22.57,5.4,40,43,45,43,42
2019-03-28 07:00,2125,41,195.10,6.3,39,42,44,43,42
2019-03-28 08:00,2125,47,420.40,10.9,39,42,44,43,42
2019-03-28 09:00,2125,52,596.90,9.5,41,42,44,44,42
2019-03-28 10:00,2125,53,507.50,7.1,45,42,44,44,42
2019-03-28 11:00,2125,55,663.80,8.8,47,44,43,44,42
2019-03-28 12:00,2125,57,598.90,10.0,50,45,43,44,42
2019-03-28 13:00,2125,59,779.90,9.7,51,47,44,44,42
2019-03-28 14:00,2125,62,827.00,16.2,53,49,44,44,42
2019-03-28 15:00,2125,61,667.60,15.9,54,51,44,44,42
2019-03-28 16:00,2125,60,470.10,15.3,53,53,45,44,42
2019-03-28 17:00,2125,59,248.10,15.7,53,53,46,44,42
2019-03-28 18:00,2125,56,39.61,13.9,51,53,46,44,42
2019-03-28 19:00,2125,50,0.07,12.1,50,53,47,44,42
2019-03-28 20:00,2125,48,0.00,10.0,48,51,47,44,42
2019-03-28 21:00,2125,46,0.00,10.6,47,50,47,44,42
2019-03-28 22:00,2125,44,0.00,12.4,46,49,47,44,42
2019-03-28 23:00,2125,35,0.00,16.5,45,48,47,44,42
2019-03-29 00:00,2125,35,0.03,14.0,44,47,47,44,42
2019-03-29 01:00,2125,32,0.01,9.6,43,47,47,44,42
2019-03-29 02:00,2125,31,0.01,2.6,42,46,46,44,42
2019-03-29 03:00,2125,31,0.00,3.8,42,45,46,44,42
2019-03-29 04:00,2125,31,0.00,3.2,41,45,46,44,42
2019-03-29 05:00,2125,30,0.01,2.8,41,44,46,44,42
2019-03-29 06:00,2125,29,27.43,1.8,40,44,45,44,42
2019-03-29 07:00,2125,27,216.50,1.7,40,43,45,44,42
2019-03-29 08:00,2125,30,446.10,2.5,39,43,45,44,42
2019-03-29 09:00,2125,34,636.80,2.2,40,42,44,44,42
2019-03-29 10:00,2125,37,790.90,6.6,44,42,44,44,42
2019-03-29 11:00,2125,41,673.80,6.3,48,44,44,44,42
2019-03-29 12:00,2125,43,687.80,11.3,51,45,44,44,42
2019-03-29 13:00,2125,45,779.00,9.8,51,47,44,44,42
2019-03-29 14:00,2125,45,598.70,11.0,52,49,44,44,42
2019-03-29 15:00,2125,47,729.90,17.1,52,50,45,44,42
2019-03-29 16:00,2125,46,581.80,18.2,51,51,45,44,42
2019-03-29 17:00,2125,45,282.90,17.8,51,52,46,44,42
2019-03-29 18:00,2125,42,44.24,13.3,49,52,46,44,42
2019-03-29 19:00,2125,38,0.10,7.1,47,51,47,44,42
2019-03-29 20:00,2125,33,0.00,8.5,46,50,47,44,42
2019-03-29 21:00,2125,32,0.00,3.6,44,49,47,44,42
2019-03-29 22:00,2125,31,0.00,4.2,42,47,47,44,42
2019-03-29 23:00,2125,26,0.00,2.7,41,46,47,44,42
2019-03-30 00:00,2125,23,0.00,3.1,40,45,46,44,42
2019-03-30 01:00,2125,24,0.00,3.9,39,44,46,44,42
2019-03-30 02:00,2125,23,0.00,3.8,38,43,46,44,42
2019-03-30 03:00,2125,19,0.01,3.5,37,42,45,44,42
2019-03-30 04:00,2125,19,0.00,3.7,36,41,45,44,42
2019-03-30 05:00,2125,19,0.02,2.9,36,40,44,44,42
2019-03-30 06:00,2125,17,26.19,2.8,35,40,44,44,42
2019-03-30 07:00,2125,19,231.40,1.0,35,39,43,44,42
2019-03-30 08:00,2125,32,452.30,1.4,35,39,43,44,42
2019-03-30 09:00,2125,35,650.90,6.4,35,38,43,44,43
2019-03-30 10:00,2125,39,809.00,8.8,39,38,42,44,43
2019-03-30 11:00,2125,42,913.00,6.3,44,39,42,44,43
2019-03-30 12:00,2125,46,957.00,5.2,49,42,42,44,43
2019-03-30 13:00,2125,48,972.00,6.8,53,45,42,44,42
2019-03-30 14:00,2125,49,878.00,5.9,54,48,42,44,42
2019-03-30 15:00,2125,50,317.80,7.1,55,51,43,44,43
2019-03-30 16:00,2125,47,182.60,10.1,54,53,44,44,42
2019-03-30 17:00,2125,44,163.80,10.5,52,54,45,44,43
2019-03-30 18:00,2125,42,12.63,10.7,51,53,45,44,43
2019-03-30 19:00,2125,39,0.05,6.4,49,52,46,44,43
2019-03-30 20:00,2125,39,0.00,12.7,47,51,46,44,43
2019-03-30 21:00,2125,35,0.00,10.0,46,50,47,44,43
2019-03-30 22:00,2125,33,0.00,3.7,45,49,47,44,43
2019-03-30 23:00,2125,33,0.00,2.6,44,48,47,44,43
2019-03-31 00:00,2125,28,0.00,3.5,42,47,47,44,43
2019-03-31 01:00,2125,25,0.00,3.3,41,46,46,44,43
2019-03-31 02:00,2125,23,0.00,2.1,40,45,46,44,43
2019-03-31 03:00,2125,27,0.00,3.6,39,44,46,44,43
2019-03-31 04:00,2125,27,0.00,2.8,39,44,45,44,43
2019-03-31 05:00,2125,25,0.00,1.1,38,43,45,44,43
2019-03-31 06:00,2125,25,11.20,1.1,37,42,45,44,43
2019-03-31 07:00,2125,27,147.60,1.8,37,41,44,44,43
2019-03-31 08:00,2125,32,432.30,1.7,37,41,44,44,43
2019-03-31 09:00,2125,37,653.90,4.0,38,41,44,44,43
2019-03-31 10:00,2125,40,834.00,8.2,43,41,43,44,43
2019-03-31 11:00,2125,45,897.00,11.4,47,42,43,44,43
2019-03-31 12:00,2125,47,964.00,7.4,51,44,43,44,43
2019-03-31 13:00,2125,47,921.00,7.2,54,47,43,44,43
2019-03-31 14:00,2125,50,826.00,7.1,55,50,44,44,43
2019-03-31 15:00,2125,51,668.90,6.1,55,53,44,44,43
2019-03-31 16:00,2125,52,470.10,3.6,54,54,45,44,43
2019-03-31 17:00,2125,52,249.80,3.6,53,55,46,44,43
2019-03-31 18:00,2125,51,41.96,6.3,52,55,47,44,43
2019-03-31 19:00,2125,42,0.06,2.7,51,54,47,44,43
2019-03-31 20:00,2125,39,0.00,4.3,49,53,47,44,43
2019-03-31 21:00,2125,35,0.00,4.5,47,51,48,44,43
2019-03-31 22:00,2125,32,0.00,3.8,45,50,48,44,43
2019-03-31 23:00,2125,28,0.00,3.3,44,49,48,44,43
2019-04-01 00:00,2125,28,0.00,3.2,42,48,47,44,43
2019-04-01 01:00,2125,24,0.00,2.8,41,46,47,44,43
2019-04-01 02:00,2125,27,0.00,1.1,40,45,47,44,43
2019-04-01 03:00,2125,25,0.00,2.0,39,44,47,44,43
2019-04-01 04:00,2125,27,0.00,2.6,38,43,46,44,43
2019-04-01 05:00,2125,23,0.02,2.1,37,42,46,44,43
2019-04-01 06:00,2125,22,33.44,3.5,36,42,45,44,43
2019-04-01 07:00,2125,24,244.90,2.5,36,41,45,44,43
2019-04-01 08:00,2125,34,416.40,1.9,36,40,44,44,43
2019-04-01 09:00,2125,39,604.90,1.5,37,40,44,44,43
2019-04-01 10:00,2125,45,736.50,2.1,42,41,44,44,43
2019-04-01 11:00,2125,51,812.00,4.4,47,42,43,44,43
2019-04-01 12:00,2125,55,775.70,8.4,51,44,43,44,43
2019-04-01 13:00,2125,58,667.00,11.2,54,47,43,44,43
2019-04-01 14:00,2125,58,667.90,9.5,55,50,44,44,43
2019-04-01 15:00,2125,60,677.80,12.2,55,51,44,44,43
2019-04-01 16:00,2125,60,340.10,11.1,54,53,45,44,43
2019-04-01 17:00,2125,58,228.00,10.2,54,54,46,44,43
2019-04-01 18:00,2125,58,35.89,6.2,53,54,46,44,43
2019-04-01 19:00,2125,49,0.06,5.7,51,53,47,44,43
2019-04-01 20:00,2125,48,0.00,6.6,49,52,47,44,43
2019-04-01 21:00,2125,46,0.00,5.4,48,51,47,44,43
2019-04-01 22:00,2125,44,0.00,2.7,47,50,47,44,43
2019-04-01 23:00,2125,44,0.00,1.8,46,49,47,44,43
2019-04-02 00:00,2125,43,0.00,2.2,45,49,47,44,43
2019-04-02 01:00,2125,40,0.00,2.7,45,48,47,44,43
2019-04-02 02:00,2125,36,0.00,3.0,43,47,47,44,43
2019-04-02 03:00,2125,35,0.00,3.2,42,46,47,44,43
2019-04-02 04:00,2125,37,0.00,1.7,42,46,47,44,43
2019-04-02 05:00,2125,37,0.00,3.6,41,45,46,44,43
2019-04-02 06:00,2125,36,16.08,2.7,41,44,46,44,43
2019-04-02 07:00,2125,38,104.80,2.1,40,44,46,44,43
2019-04-02 08:00,2125,41,205.00,2.6,41,44,45,44,43
2019-04-02 09:00,2125,46,255.50,2.1,42,44,45,44,43
2019-04-02 10:00,2125,50,277.40,10.8,44,44,45,44,43
2019-04-02 11:00,2125,52,361.70,12.1,45,45,45,44,43
2019-04-02 12:00,2125,50,268.10,7.9,46,46,45,44,43
2019-04-02 13:00,2125,51,288.80,5.7,47,47,45,44,43
2019-04-02 14:00,2125,54,390.30,11.2,48,48,45,44,43
2019-04-02 15:00,2125,53,191.50,10.7,49,48,45,44,43
2019-04-02 16:00,2125,52,159.00,10.0,49,49,45,44,43
2019-04-02 17:00,2125,52,242.70,12.2,49,49,46,44,43
2019-04-02 18:00,2125,52,32.26,7.2,49,49,46,44,43
2019-04-02 19:00,2125,47,0.08,5.1,48,49,46,44,43
2019-04-02 20:00,2125,46,0.00,5.7,46,49,46,44,43
2019-04-02 21:00,2125,40,0.00,3.6,45,48,46,44,43
2019-04-02 22:00,2125,39,0.00,4.2,44,47,46,44,43
2019-04-02 23:00,2125,41,0.00,7.3,44,47,46,44,43
2019-04-03 00:00,2125,40,0.00,7.3,44,46,46,44,43
2019-04-03 01:00,2125,38,0.00,5.6,43,46,46,44,43
2019-04-03 02:00,2125,37,0.01,3.2,43,45,46,44,43
2019-04-03 03:00,2125,38,0.00,1.6,42,45,46,44,43
2019-04-03 04:00,2125,37,0.00,4.4,42,44,45,44,43
2019-04-03 05:00,2125,34,0.12,2.4,41,44,45,45,43
2019-04-03 06:00,2125,33,17.09,2.2,40,44,45,44,43
2019-04-03 07:00,2125,35,59.24,1.6,40,43,45,44,43
2019-04-03 08:00,2125,38,85.80,2.1,40,42,45,44,43
2019-04-03 09:00,2125,40,217.40,4.5,40,42,44,44,43
2019-04-03 10:00,2125,43,737.40,10.6,42,43,44,45,43
2019-04-03 11:00,2125,48,979.00,10.3,47,44,44,45,43
2019-04-03 12:00,2125,52,451.00,9.7,53,46,44,45,43
2019-04-03 13:00,2125,47,376.10,6.0,55,49,44,45,43
